编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
699,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao笑是一种心爱"，"点我对话"),笑是一种心爱,LOFTIME女鞋,,,,,https://shop71393938.taobao.com,,,355980.00,广东,马丁靴女,,4.78799分,0.15%,4.82257分,0.27%,4.82972分,0.25%,,,,,,,,,,
700,江西赞莲实业发展有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao回力赞莲专卖店"，"点我对话"),回力赞莲专卖店,回力赞莲专卖店,,,,,https://shop102595968.taobao.com,,,38320230.00,广东,马丁靴女,,4.90182分,22.81%,4.88159分,29.76%,4.8802分,24.92%,,,,,,,,,,
701,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao19710628w"，"点我对话"),19710628w,百华骊海,,17098042248,15327395948,,https://shop103280237.taobao.com,,,185835.00,广东,马丁靴女,,4.78408分,0.23%,4.82687分,0.18%,4.84732分,3.34%,,,,,,,,,,
702,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao静佳诚品鞋店"，"点我对话"),静佳诚品鞋店,静佳诚品鞋店,,,18638145346,,https://shop69025463.taobao.com,,,29481.00,广东,马丁靴女,,4.7603分,-0.73%,4.78089分,-1.13%,4.80313分,-0.80%,,,,,,,,,,
703,深圳市意创博实业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao束士步旗舰店"，"点我对话"),束士步旗舰店,束士步旗舰店,,,,,https://shop501197383.taobao.com,,,3063.60,广东,马丁靴女,,4.94444分,56.32%,4.75分,1.69%,4.80556分,0.72%,,,,,,,,,,
704,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao女鞋平价超市"，"点我对话"),女鞋平价超市,女鞋平价超市,,,,,https://shop64966167.taobao.com,,,1331036.00,广东,马丁靴女,,4.8016分,3.16%,4.8348分,0.10%,4.84307分,0.65%,,,,,,,,,,
705,上海美睿商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomgg旗舰店"，"点我对话"),mgg旗舰店,mgg旗舰店,,,,,https://shop505926904.taobao.com,,,9100155.00,广东,马丁靴女,,4.89437分,16.94%,4.91047分,46.90%,4.92422分,52.52%,,,,,,,,,,
706,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb70604613"，"点我对话"),tb70604613,靓典8888,,,,,https://shop103462134.taobao.com,,,8386.00,广东,马丁靴女,,4.75282分,-0.88%,4.76695分,-1.42%,4.79237分,-1.03%,,,,,,,,,,
707,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao幸福慧"，"点我对话"),幸福慧,幸福慧时尚女鞋,,,,,https://shop36070144.taobao.com,,,62672.00,广东,马丁靴女,,4.76172分,-0.70%,4.80901分,-0.55%,4.8255分,0.34%,,,,,,,,,,
708,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoweiwei10170221"，"点我对话"),weiwei10170221,爱丽丝9号,13764236149,,,,https://shop70131705.taobao.com,,,0,广东,马丁靴女,,4.77392分,0.44%,4.81345分,0.46%,4.83024分,0.24%,,,,,,,,,,
709,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolizhongan1980"，"点我对话"),lizhongan1980,铭铭家女鞋,,,,,https://shop36195164.taobao.com,,,85514.00,广东,马丁靴女,,4.6512分,-3.00%,4.6948分,-2.91%,4.71027分,-2.72%,,,,,,,,,,
710,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaovenusshoes"，"点我对话"),venusshoes,东方维纳斯店,,,,,https://shop60719555.taobao.com,,,26908.00,广东,马丁靴女,,4.82222分,13.28%,4.97778分,86.49%,4.91111分,43.77%,,,,,,,,,,
711,深圳市中泰茂鞋业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蔓科斯旗舰店"，"点我对话"),蔓科斯旗舰店,蔓科斯旗舰店,,,,,https://shop105432923.taobao.com,,,10639485.40,广东,马丁靴女,,4.8725分,0%,4.80215分,0.61%,4.81136分,0.60%,,,,,,,,,,
712,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodyy0608"，"点我对话"),dyy0608,小雨高端定制女鞋,,,,,https://shop57220528.taobao.com,,,71333.00,广东,马丁靴女,,4.79508分,0.10%,4.82143分,0.29%,4.84016分,0.10%,,,,,,,,,,
713,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobobomaidx"，"点我对话"),bobomaidx,傻妞家女鞋,,,,,https://shop63362705.taobao.com,,,45917.00,广东,马丁靴女,,4.70862分,-1.80%,4.77858分,-1.18%,4.79129分,-1.05%,,,,,,,,,,
714,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小太阳的商城"，"点我对话"),小太阳的商城,小太阳精品女鞋,,,,,https://shop101752485.taobao.com,,,86123.00,广东,马丁靴女,,4.88269分,42.78%,4.90129分,39.99%,4.90987分,42.99%,,,,,,,,,,
715,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowwabc1"，"点我对话"),wwabc1,小胡子大叔家精品女鞋,,,15692197233,,https://shop33797251.taobao.com,,,28762.00,广东,马丁靴女,,4.56959,-4.70%,4.64882,-3.86%,4.69379分,-3.06%,,,,,,,,,,
716,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鞋霸之家"，"点我对话"),鞋霸之家,喜达路,,,,,https://shop60094729.taobao.com,,,0,广东,马丁靴女,,4.94382,72.60%,4.95506,72.68%,4.93258分,57.35%,,,,,,,,,,
717,常熟市微柯果服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡仕蒙旗舰店"，"点我对话"),卡仕蒙旗舰店,卡仕蒙旗舰店,,,,,https://shop587581236.taobao.com,,,70699.00,广东,马丁靴女,,4.93719分,50.62%,4.88508分,31.83%,4.88722分,29.32%,,,,,,,,,,
718,桐乡名苑贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卓黛亚旗舰店"，"点我对话"),卓黛亚旗舰店,卓黛亚旗舰店,,,,,https://shop305004539.taobao.com,,,7451.40,广东,马丁靴女,,4.82615分,0.96%,4.8046分,0.55%,4.79741分,0.89%,,,,,,,,,,
719,苏州百枫框商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao亦淑旗舰店"，"点我对话"),亦淑旗舰店,亦淑旗舰店,,,,,https://shop372389491.taobao.com,,,2771569.00,广东,马丁靴女,,4.9145分,32.78%,4.85272分,12.63%,4.86236分,13.74%,,,,,,,,,,
720,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao东部鞋城"，"点我对话"),东部鞋城,东部鞋城,,,,,https://shop72373678.taobao.com,,,57240.00,广东,马丁靴女,,4.72275分,-1.51%,4.79924分,-0.75%,4.8174分,-0.51%,,,,,,,,,,
721,常熟雪潮服饰贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诗曼索旗舰店"，"点我对话"),诗曼索旗舰店,诗曼索旗舰店,,,,,https://shop439771285.taobao.com,,,495756.00,广东,马丁靴女,,4.821分,1.06%,4.80479分,0.55%,4.82523分,0%,,,,,,,,,,
722,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao网络折扣店001"，"点我对话"),网络折扣店001,店员女鞋折扣店,,,,,https://shop117251847.taobao.com,,,54433.00,广东,马丁靴女,,4.79565分,0.32%,4.83043分,0.10%,4.86522分,14.74%,,,,,,,,,,
723,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阔老鞋纺"，"点我对话"),阔老鞋纺,阔老鞋坊,,,,,https://shop112469047.taobao.com,,,26219.00,广东,马丁靴女,,4.85474,29.10%,4.87615,24.66%,4.87452分,20.56%,,,,,,,,,,
724,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao皇冠运运商城店"，"点我对话"),皇冠运运商城店,u[4260475982],,,,,https://shop371015161.taobao.com,,,2372.23,广东,马丁靴女,,4.54167,-5.28%,4.625,-4.35%,4.54167分,-6.20%,,,,,,,,,,
725,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao品牌鞋城09"，"点我对话"),品牌鞋城09,鞋坊荟萃,,,,,https://shop59309032.taobao.com,,,35775.30,广东,马丁靴女,,4.74457,-1.05%,4.77795,-1.19%,4.77562分,-1.37%,,,,,,,,,,
726,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao和气生财宝贝屋"，"点我对话"),和气生财宝贝屋,和气生财宝贝屋,,,,,https://shop129968552.taobao.com,,,0,广东,马丁靴女,,4.8193,11.80%,4.85041,9.00%,4.884分,26.56%,,,,,,,,,,
727,深圳市春晓贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao春晓鞋类专营店"，"点我对话"),春晓鞋类专营店,春晓鞋类专营店,null,,,,https://shop113642724.taobao.com,,,1575642.00,广东,马丁靴女,,4.89857分,20.25%,4.87106分,23.51%,4.88997分,31.04%,,,,,,,,,,
728,广州铭际电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao斯乐图旗舰店"，"点我对话"),斯乐图旗舰店,斯乐图旗舰店,,,,,https://shop514585137.taobao.com,,,2230014.00,广东,马丁靴女,,4.93223分,46.72%,4.91732分,50.95%,4.93054分,56.47%,,,,,,,,,,
729,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyer女鞋舰旗店001"，"点我对话"),yer女鞋舰旗店001,雪地意尔康精品企业店,,,,,https://shop268882016.taobao.com,,,41756.00,广东,马丁靴女,,4.88162,42.22%,4.89317,35.01%,4.90664分,40.89%,,,,,,,,,,
730,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao南阳之星li"，"点我对话"),南阳之星li,南阳女鞋纺,,,,,https://shop110951102.taobao.com,,,2054.30,广东,马丁靴女,,4.67303分,-2.54%,4.74702分,-1.83%,4.78282分,-1.22%,,,,,,,,,,
731,苏州希捷漫商贸有限责任公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao桀旭旗舰店"，"点我对话"),桀旭旗舰店,桀旭旗舰店,,,,,https://shop531392819.taobao.com,,,30881.67,广东,马丁靴女,,4.64685分,4.64%,4.51902分,6.47%,4.58205分,5.34%,,,,,,,,,,
732,杭州暖穆服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao歌佩蕾旗舰店"，"点我对话"),歌佩蕾旗舰店,歌佩蕾旗舰店,,,,,https://shop238906015.taobao.com,,,2982.00,广东,马丁靴女,,4.68182分,3.92%,4.86364分,19.11%,4.86364分,14.54%,,,,,,,,,,
733,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao孟孟名品折扣"，"点我对话"),孟孟名品折扣,d[s105832959],,,,,https://shop105832959.taobao.com,,,3640.00,广东,马丁靴女,,4.82828分,16.19%,4.90909分,44.70%,4.89899分,36.05%,,,,,,,,,,
734,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao戴金浩daijinhao"，"点我对话"),戴金浩daijinhao,时尚依美鞋服,,,,,https://shop70741008.taobao.com,,,26976.90,广东,马丁靴女,,4.78512,0.21%,4.81118,-0.51%,4.83264分,0.19%,,,,,,,,,,
735,北京热风时尚贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohotwind热风北京专卖店"，"点我对话"),hotwind热风北京专卖店,hotwind热风北京专卖店,,,,,https://shop541015141.taobao.com,,,1085432.00,广东,马丁靴女,,4.83423分,0.79%,4.84372分,7.29%,4.86225分,13.67%,,,,,,,,,,
736,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb72669551"，"点我对话"),tb72669551,艾菲尔女鞋,,,,,https://shop112303049.taobao.com,,,198552.00,广东,马丁靴女,,4.76095分,-0.71%,4.81127分,-0.50%,4.81832分,0.49%,,,,,,,,,,
737,成都僻字商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao筱恬旗舰店"，"点我对话"),筱恬旗舰店,筱恬旗舰店,,,,,https://shop166179223.taobao.com,,,1266810.00,广东,马丁靴女,,4.87347分,0.50%,4.80735分,0.50%,4.82901分,0%,,,,,,,,,,
738,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao安妮家的小天使"，"点我对话"),安妮家的小天使,Angels'原创女鞋,,,,,https://shop219245039.taobao.com,,,108872.00,广东,马丁靴女,,4.65762分,-2.86%,4.7072分,-2.65%,4.73246分,-2.26%,,,,,,,,,,
739,成都众乐乐商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao琳兮旗舰店"，"点我对话"),琳兮旗舰店,琳兮旗舰店,18006366522,,,,https://shop113569348.taobao.com,,,0,广东,马丁靴女,,4.95796分,66.94%,4.94777分,69.02%,4.94777分,67.27%,,,,,,,,,,
740,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao丫丫时尚小铺"，"点我对话"),丫丫时尚小铺,野谷原创女鞋,,,,,https://shop34894262.taobao.com,,,160166.00,广东,马丁靴女,,4.74959分,-0.95%,4.79924分,-0.75%,4.82267分,0.40%,,,,,,,,,,
741,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao达丽旗靓店"，"点我对话"),达丽旗靓店,d[s257437786],,,,,https://shop257437786.taobao.com,,,534.79,广东,马丁靴女,,4.75,-1.32%,4.7619,-1.71%,4.80952分,-0.83%,,,,,,,,,,
742,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美足美袜精品店"，"点我对话"),美足美袜精品店,雅丽阁精品鞋城,,,,,https://shop129930810.taobao.com,,,16291.00,广西,马丁靴女,,4.99322,96.69%,4.98984,93.82%,4.98983分,93.57%,,,,,,,,,,
743,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao旷世豪鞋之家"，"点我对话"),旷世豪鞋之家,旷世豪鞋之家,,,,,https://shop63727089.taobao.com,,,2196.00,广西,马丁靴女,,4.73913分,-1.17%,4.76982分,-1.36%,4.86189分,12.56%,,,,,,,,,,
744,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao怡佳诚品鞋店"，"点我对话"),怡佳诚品鞋店,怡佳诚品鞋店,18638145346,15824853785,,,https://shop70429985.taobao.com,,,24884.00,广西,马丁靴女,,4.71581分,-1.65%,4.75437分,-1.68%,4.79417分,-0.99%,,,,,,,,,,
745,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyhb208502水晶"，"点我对话"),yhb208502水晶,天使真皮鞋业,,,,,https://shop36356349.taobao.com,,,0,广西,马丁靴女,,4.66667分,-2.68%,4.66667分,-3.49%,4.66667分,-3.62%,,,,,,,,,,
746,衢州上树猫鞋业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao上树猫旗舰店"，"点我对话"),上树猫旗舰店,上树猫旗舰店,,,,,https://shop262639196.taobao.com,,,7970614.00,广西,马丁靴女,,4.87493分,1.67%,4.86724分,21.24%,4.8795分,24.48%,,,,,,,,,,
747,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao优服2009"，"点我对话"),优服2009,优服鞋坊,13764278015,,,,https://shop59727632.taobao.com,,,8960.00,广西,马丁靴女,,4.89333分,47.97%,4.90667分,43.26%,4.92分,49.40%,,,,,,,,,,
748,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao女王的仆人2015"，"点我对话"),女王的仆人2015,默 潮品,null,,,,https://shop117300023.taobao.com,,,0,广西,马丁靴女,,4.78023分,0.31%,4.81864分,0.35%,4.83879分,0.10%,,,,,,,,,,
749,上海爱携信息科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鞋柜官方旗舰店"，"点我对话"),鞋柜官方旗舰店,鞋柜官方旗舰店,,,,,https://shop102288326.taobao.com,,,0,广西,马丁靴女,,4.79335分,1.63%,4.80698分,0.51%,4.83639分,0%,,,,,,,,,,
750,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao皖湘鞋城"，"点我对话"),皖湘鞋城,皖湘鞋城,,,,,https://shop107647235.taobao.com,,,54052.00,河北,马丁靴女,,4.9065分,54.36%,4.93344分,59.51%,4.94136分,62.87%,,,,,,,,,,
751,阜阳市蓓尔电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowarrior回力蓓尔专卖店"，"点我对话"),warrior回力蓓尔专卖店,warrior回力蓓尔专卖店,,,,,https://shop372403049.taobao.com,,,3503032.00,河北,马丁靴女,,4.88638分,10.67%,4.85902分,16.37%,4.86986分,18.44%,,,,,,,,,,
752,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阳光与你同在的"，"点我对话"),阳光与你同在的,阳光与你同在的,,,,,https://shop464953640.taobao.com,,,38730.00,河北,马丁靴女,,4.59407分,-4.19%,4.67228分,-3.38%,4.69301分,-3.08%,,,,,,,,,,
753,依伽谐网络科技（上海）有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolaberthree女鞋旗舰店"，"点我对话"),laberthree女鞋旗舰店,laberthree女鞋旗舰店,,,,,https://shop206033313.taobao.com,,,0,河北,马丁靴女,,4.857分,0%,4.87536分,26.07%,4.89758分,35.83%,,,,,,,,,,
754,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowinboy888888"，"点我对话"),winboy888888,万达高端女鞋,,,,,https://shop63642149.taobao.com,,,63320.00,河北,马丁靴女,,4.96944,85.09%,4.97222,83.11%,4.97222分,82.43%,,,,,,,,,,
755,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao屏风sky"，"点我对话"),屏风sky,专注真皮品质欧美鞋社,,,18340074861,,https://shop105527959.taobao.com,,,66340.00,河北,马丁靴女,,4.7893分,0.12%,4.82609分,0.19%,4.8495分,4.80%,,,,,,,,,,
756,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao吃素的狼1984"，"点我对话"),吃素的狼1984,城市稻草 原创设计森,,,,,https://shop123422336.taobao.com,,,4324.00,河北,马丁靴女,,4.78641分,0.18%,4.80583分,-0.61%,4.84466分,1.74%,,,,,,,,,,
757,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao啊帅啊1"，"点我对话"),啊帅啊1,正品限时折扣鞋店,,,,,https://shop114744560.taobao.com,,,0,河北,马丁靴女,,4.86667分,34.92%,4.89524分,36.27%,4.90476分,39.70%,,,,,,,,,,
758,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao七色精品商城"，"点我对话"),七色精品商城,热风官方折扣店,0571-88888888,18868762016,76352605,,https://shop115458945.taobao.com,,,66713.00,河北,马丁靴女,,4.84391,23.86%,4.87603,24.64%,4.88499分,27.25%,,,,,,,,,,
759,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaochaolian8878"，"点我对话"),chaolian8878,翠依轩,,,,,https://shop108883395.taobao.com,,,0,河北,马丁靴女,,4.83826分,21.11%,4.86193分,16.07%,4.86588分,15.16%,,,,,,,,,,
760,杭州夜华服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao密娇诗旗舰店"，"点我对话"),密娇诗旗舰店,密娇诗旗舰店,,,,,https://shop444097835.taobao.com,,,168020.00,河北,马丁靴女,,4.96856分,75.28%,4.97305分,84.01%,4.97455分,84.05%,,,,,,,,,,
761,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao脚响曲"，"点我对话"),脚响曲,脚响曲,18962354442,,,,https://shop67519301.taobao.com,,,0,河北,马丁靴女,,4.7872分,0.17%,4.82466分,0.23%,4.83585分,0.13%,,,,,,,,,,
762,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao沃尔沃wjj41688"，"点我对话"),沃尔沃wjj41688,Hotwind直销店,,,,,https://shop107776623.taobao.com,,,44223.00,河北,马丁靴女,,4.88766分,45.17%,4.91104分,45.88%,4.90455分,39.57%,,,,,,,,,,
763,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb1148075_2013"，"点我对话"),tb1148075_2013,百丽惠,,,,,https://shop102992041.taobao.com,,,28307.00,河北,马丁靴女,,4.79137分,0.10%,4.83633分,0.50%,4.83993分,0.10%,,,,,,,,,,
764,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao潇湘紫云梦丶"，"点我对话"),潇湘紫云梦丶,泡泡折扣特卖小店,,,,,https://shop334206775.taobao.com,,,8137.71,河北,马丁靴女,,4.62821分,-5.27%,4.69615分,-4.16%,4.71026分,-3.83%,,,,,,,,,,
765,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卞井田"，"点我对话"),卞井田,足够好看,,,,,https://shop105538217.taobao.com,,,2310.00,河北,马丁靴女,,4.56分,-4.90%,4.68分,-3.22%,4.6分,-5.00%,,,,,,,,,,
766,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb098488394"，"点我对话"),tb098488394,和美家,,,,,https://shop289634737.taobao.com,,,1889.46,河北,马丁靴女,,4.70153,-2.32%,4.74745,-2.01%,4.77041分,-1.63%,,,,,,,,,,
767,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao花千骨绿植园艺"，"点我对话"),花千骨绿植园艺,花千骨精品百货店,,,,,https://shop129912859.taobao.com,,,0,河北,马丁靴女,,4.62767分,-3.49%,4.65274分,-3.78%,4.68617分,-3.22%,,,,,,,,,,
768,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao清雅山人"，"点我对话"),清雅山人,清雅山人手工真皮女鞋,,,,,https://shop57584681.taobao.com,,,3271.68,河北,马丁靴女,,4.82051分,12.45%,4.84615分,6.47%,4.80342分,-0.79%,,,,,,,,,,
769,合肥万堃商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao音图诗旗舰店"，"点我对话"),音图诗旗舰店,音图诗旗舰店,,,,,https://shop552067712.taobao.com,,,4369832.00,河北,马丁靴女,,4.9385分,51.65%,4.9365分,62.33%,4.9445分,65.22%,,,,,,,,,,
770,马鞍山优乐商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao达芙妮优乐专卖店"，"点我对话"),达芙妮优乐专卖店,达芙妮优乐专卖店,,,,,https://shop173049300.taobao.com,,,0,河北,马丁靴女,,4.81352分,1.22%,4.79765分,0.70%,4.83206分,0%,,,,,,,,,,
771,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocaoveco"，"点我对话"),caoveco,小资学生小资鞋城女鞋,,,,,https://shop59503210.taobao.com,,,28780.00,河北,马丁靴女,,4.78235分,0.27%,4.76765分,-1.41%,4.82647分,0.32%,,,,,,,,,,
772,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao手工真皮鞋店"，"点我对话"),手工真皮鞋店,梓馨女鞋,13564216444,,,,https://shop100971886.taobao.com,,,39916.00,河北,马丁靴女,,4.72694分,-1.42%,4.79336分,-0.87%,4.81919分,0.47%,,,,,,,,,,
773,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小香猪猪么么哒"，"点我对话"),小香猪猪么么哒,Hotwind热风品牌折扣,,,,,https://shop121133735.taobao.com,,,0,河北,马丁靴女,,4.78554分,0.20%,4.82892分,0.14%,4.84096分,0.10%,,,,,,,,,,
774,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao盛鑫企业店"，"点我对话"),盛鑫企业店,美特斯邦威 企业店,,,,,https://shop281609935.taobao.com,,,38473.00,河北,马丁靴女,,4.71971,-1.57%,4.77593,-1.23%,4.77831分,-1.32%,,,,,,,,,,
775,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao庆庆商企"，"点我对话"),庆庆商企,u[3925503420],,,,,https://shop224433708.taobao.com,,,4740.17,河北,马丁靴女,,4.61702,-4.08%,4.65532,-3.91%,4.67801分,-3.54%,,,,,,,,,,
776,义乌市小藕丁电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宙酷旗舰店"，"点我对话"),宙酷旗舰店,宙酷旗舰店,,,,,https://shop291547803.taobao.com,,,24806.18,河北,马丁靴女,,4.75021分,2.52%,4.63212分,4.12%,4.6746分,3.43%,,,,,,,,,,
777,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蓝色镀天"，"点我对话"),蓝色镀天,蓝色镀天,,,,,https://shop33275055.taobao.com,,,0,河北,马丁靴女,,4.82826,16.18%,4.85774,13.46%,4.86261分,13.02%,,,,,,,,,,
778,上海羽力贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosuperelephant旗舰店"，"点我对话"),superelephant旗舰店,superelephant旗舰店,,,,,https://shop71090149.taobao.com,,,0,河北,马丁靴女,,4.90637分,26.39%,4.91833分,51.55%,4.91102分,44.23%,,,,,,,,,,
779,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao木木三草"，"点我对话"),木木三草,西沫家,,,,,https://shop105499980.taobao.com,,,598.00,河北,马丁靴女,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
