编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
803,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao何贵东1971"，"点我对话"),何贵东1971,正品男女装皮衣汇总,,,,,https://shop70466190.taobao.com,,,23836.00,深圳,秋冬女装,,4.84615分,24.95%,4.82692分,0.18%,4.90385分,39.18%,,,,,,,,,,
804,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淼雪888888"，"点我对话"),淼雪888888,首都时尚,,,,,https://shop58723022.taobao.com,,,3652.00,深圳,秋冬女装,,4.63571,-3.32%,4.75714,-1.62%,4.79286分,-1.01%,,,,,,,,,,
805,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小芳52150"，"点我对话"),小芳52150,d[s282973270],,,,,https://shop282973270.taobao.com,,,748.97,深圳,秋冬女装,,4.38776分,-8.49%,4.22449分,-12.64%,4.34694分,-10.22%,,,,,,,,,,
806,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao青新衣厨"，"点我对话"),青新衣厨,青新衣厨,,,,,https://shop112857992.taobao.com,,,2067.00,深圳,秋冬女装,,4.79412分,0.10%,4.94118分,64.22%,4.88235分,25.51%,,,,,,,,,,
807,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao珍1091797295"，"点我对话"),珍1091797295,珍018108,,,,,https://shop113312082.taobao.com,,,538.01,深圳,秋冬女装,,4.98148分,90.97%,4.96296分,77.48%,4.92593分,53.15%,,,,,,,,,,
808,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小兰的百货精品店1"，"点我对话"),小兰的百货精品店1,小女子年方八岁,,,,,https://shop370514132.taobao.com,,,611.00,深圳,秋冬女装,,4.35135,-9.99%,4.56757,-6.01%,4.47297分,-8.02%,,,,,,,,,,
809,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao超群企业店"，"点我对话"),超群企业店,d[s258712289],,,,,https://shop258712289.taobao.com,,,152.00,深圳,秋冬女装,,4.56818,-5.09%,4.54545,-6.18%,4.52273分,-6.74%,,,,,,,,,,
810,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao常在线哦"，"点我对话"),常在线哦,常客宅,,,,,https://shop280696767.taobao.com,,,390.70,深圳,秋冬女装,,4.23256,-12.07%,4.25581,-12.15%,4.51163分,-6.97%,,,,,,,,,,
811,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao江萱璇"，"点我对话"),江萱璇,33百香,,,,,https://shop352504687.taobao.com,,,1343.52,深圳,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
812,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao墨概念品牌店"，"点我对话"),墨概念品牌店,墨概念品牌店,,,,,https://shop145567853.taobao.com,,,379.72,深圳,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
813,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogzlive_k"，"点我对话"),gzlive_k,云云之小店,,,,,https://shop445740506.taobao.com,,,1600.00,深圳,秋冬女装,,4.52分,-5.73%,4.63111分,-4.23%,4.63556分,-4.26%,,,,,,,,,,
814,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao巨凯商务部"，"点我对话"),巨凯商务部,u[2200597320549],,,,,https://shop545633454.taobao.com,,,1242.45,深圳,秋冬女装,,4.81818,-2.36%,4.81818,-2.40%,4.81818分,-2.46%,,,,,,,,,,
815,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao最炫民族风一号店"，"点我对话"),最炫民族风一号店,品牌工厂折扣自营店,,,,,https://shop112260594.taobao.com,,,9154.00,深圳,秋冬女装,,4.76563分,-0.62%,4.875分,23.96%,4.85938分,10.97%,,,,,,,,,,
816,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohuixinchongba"，"点我对话"),huixinchongba,芯芯特大码妈妈装精品,,,,,https://shop64597914.taobao.com,,,699.00,深圳,秋冬女装,,4.5分,-6.15%,4.5分,-6.94%,4.5分,-7.06%,,,,,,,,,,
817,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao轻熟女人主张"，"点我对话"),轻熟女人主张,轻熟女人主张,,,,,https://shop517746323.taobao.com,,,484.64,深圳,秋冬女装,,4.5036,-8.73%,4.55396,-7.76%,4.58273分,-7.22%,,,,,,,,,,
818,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小敏10"，"点我对话"),小敏10,格里高瑞女装品牌折扣,,,,,https://shop33376494.taobao.com,,,419.00,深圳,秋冬女装,,4.98936分,94.33%,4.97872分,86.34%,4.98404分,89.16%,,,,,,,,,,
819,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天天开心935440990"，"点我对话"),天天开心935440990,开心快乐520,,,,,https://shop155788335.taobao.com,,,10699.00,深圳,秋冬女装,,4.71765分,-1.61%,4.78824分,-0.98%,4.8分,-0.87%,,,,,,,,,,
820,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao正多商务"，"点我对话"),正多商务,利殊小铺,,,,,https://shop337886338.taobao.com,,,653.58,深圳,秋冬女装,,4.45,-7.53%,4.15,-14.33%,4.25分,-12.42%,,,,,,,,,,
821,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣杉棒帅"，"点我对话"),衣杉棒帅,休闲运动你我她,,,,,https://shop121767472.taobao.com,,,1100.00,深圳,秋冬女装,,4.76分,-0.73%,4.72分,-2.39%,4.8分,-0.87%,,,,,,,,,,
822,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao文聪聪百货"，"点我对话"),文聪聪百货,文聪聪百货,,,,,https://shop560183655.taobao.com,,,67.56,深圳,秋冬女装,,3.5,-27.01%,3.75,-22.45%,4.25分,-12.22%,,,,,,,,,,
823,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao昊影商贸城"，"点我对话"),昊影商贸城,昊影商贸城,,,,,https://shop177813286.taobao.com,,,952.00,深圳,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
824,武汉蜜朵儿电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雨薇语旗舰店"，"点我对话"),雨薇语旗舰店,雨薇语旗舰店,,,,,https://shop196820528.taobao.com,,,989522.00,深圳,秋冬女装,,4.916分,33.96%,4.884分,31.19%,4.892分,32.31%,,,,,,,,,,
825,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoguangzhizhaoshi"，"点我对话"),guangzhizhaoshi,舒适小屋5065,,,,,https://shop333369656.taobao.com,,,221.08,深圳,秋冬女装,,4.80153,0.24%,4.69466,-3.09%,4.70992分,-2.88%,,,,,,,,,,
826,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蓝城百货2626"，"点我对话"),蓝城百货2626,u[4266171323],,,,,https://shop594633937.taobao.com,,,647.93,深圳,秋冬女装,,4.52632,-5.96%,4.67568,-3.49%,4.69444分,-3.20%,,,,,,,,,,
827,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao左岸的宁静"，"点我对话"),左岸的宁静,柠檬真酸i,,,,,https://shop392630403.taobao.com,,,804.00,深圳,秋冬女装,,4.65517,-3.27%,4.7931,-1.05%,4.7931分,-1.23%,,,,,,,,,,
828,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao重走青春20120121"，"点我对话"),重走青春20120121,时尚女王2018,,,,,https://shop100624250.taobao.com,,,496.00,深圳,秋冬女装,,4.78261分,0.26%,4.86957分,20.71%,4.86957分,17.50%,,,,,,,,,,
829,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao华君运动品牌店"，"点我对话"),华君运动品牌店,华君用品严选,,,,,https://shop141483032.taobao.com,,,950.10,深圳,秋冬女装,,4.63669分,-3.71%,4.72302分,-2.59%,4.7554分,-2.01%,,,,,,,,,,
830,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao甜蜜物语百货商城"，"点我对话"),甜蜜物语百货商城,甜蜜物语百货大卖场,,,,,https://shop396721862.taobao.com,,,138.30,深圳,秋冬女装,,3.75,-22.09%,3.75,-22.59%,3.75分,-22.67%,,,,,,,,,,
831,北京班妮诺服装服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao班妮诺旗舰店"，"点我对话"),班妮诺旗舰店,班妮诺旗舰店,,,,,https://shop112636284.taobao.com,,,397911.00,深圳,秋冬女装,,4.95556分,65.05%,4.77778分,1.11%,4.82222分,0%,,,,,,,,,,
832,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoa0506506"，"点我对话"),a0506506,丰之韵 大码,null,,,,https://shop62905109.taobao.com,,,1316.00,深圳,秋冬女装,,4.98438分,92.38%,4.99479分,96.83%,4.99479分,96.70%,,,,,,,,,,
833,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淘气871"，"点我对话"),淘气871,淘气中老年女装,15801632788,,,,https://shop106245262.taobao.com,,,4146.00,深圳,秋冬女装,,4.53448分,-5.43%,4.55172分,-5.87%,4.63793分,-4.21%,,,,,,,,,,
834,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao金志招牌"，"点我对话"),金志招牌,d[s254540297],,,,,https://shop254540297.taobao.com,,,706.30,深圳,秋冬女装,,4.58333,-5.66%,4.64583,-4.86%,4.6875分,-4.00%,,,,,,,,,,
835,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao发哇商务1118"，"点我对话"),发哇商务1118,发哇商行,,,,,https://shop366367117.taobao.com,,,810.20,深圳,秋冬女装,,4.0,-16.90%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
836,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao杜小雅"，"点我对话"),杜小雅,杜小雅百货店,,,,,https://shop598628971.taobao.com,,,668.46,深圳,秋冬女装,,4.65934,-4.09%,4.63736,-5.03%,4.64835分,-4.80%,,,,,,,,,,
837,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天使爱美丽7245"，"点我对话"),天使爱美丽7245,媛音高级成衣,,,,,https://shop60538664.taobao.com,,,66468.00,深圳,秋冬女装,,4.90625分,54.27%,4.90625分,43.01%,5.0分,100.00%,,,,,,,,,,
838,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao关美玲001"，"点我对话"),关美玲001,创美集贸,,,,,https://shop135758543.taobao.com,,,1134.46,深圳,秋冬女装,,4.62069,-5.42%,4.6069,-5.98%,4.73103分,-3.40%,,,,,,,,,,
839,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoag企业店铺"，"点我对话"),ag企业店铺,慧妍高端女装,,,,,https://shop157298709.taobao.com,,,17276.00,深圳,秋冬女装,,5.0,100.00%,4.5,-6.94%,5.0分,100.00%,,,,,,,,,,
840,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao人心太l拥挤"，"点我对话"),人心太l拥挤,人心太l拥挤,,,,,https://shop594643449.taobao.com,,,0,深圳,秋冬女装,,4.54795,-5.50%,4.63946,-4.23%,4.63699分,-4.45%,,,,,,,,,,
841,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao乐人精品店"，"点我对话"),乐人精品店,u[2200778827639],,,,,https://shop241886836.taobao.com,,,2309.68,深圳,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
842,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鑫旗峰淘货铺优"，"点我对话"),鑫旗峰淘货铺优,鑫旗峰淘货铺,,,,,https://shop504269449.taobao.com,,,433.14,深圳,秋冬女装,,4.52941,-7.29%,4.76471,-2.76%,4.79412分,-2.12%,,,,,,,,,,
843,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao源利来1314"，"点我对话"),源利来1314,d[s112938997],,,,,https://shop112938997.taobao.com,,,445.50,深圳,秋冬女装,,4.64516分,-3.12%,4.83871分,1.95%,4.90323分,38.79%,,,,,,,,,,
844,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao雪凡妮女装"，"点我对话"),雪凡妮女装,d[s114032672],,,,,https://shop114032672.taobao.com,,,346.34,深圳,秋冬女装,,4.68,-2.40%,4.64,-4.04%,4.76分,-1.69%,,,,,,,,,,
845,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小十七8748"，"点我对话"),小十七8748,小十七生鲜铺,,,,,https://shop239731755.taobao.com,,,421.24,深圳,秋冬女装,,4.04082,-15.73%,4.30612,-10.95%,4.42857分,-8.54%,,,,,,,,,,
846,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao惊叹号品牌街"，"点我对话"),惊叹号品牌街,惊叹号品牌街,,,,,https://shop190520527.taobao.com,,,484.00,深圳,秋冬女装,,3.90164,-20.93%,4.21311,-14.66%,4.54098分,-8.07%,,,,,,,,,,
847,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao遥远的星空云"，"点我对话"),遥远的星空云,u[2200617197467],,,,,https://shop469469574.taobao.com,,,500.91,深圳,秋冬女装,,4.65217,-3.35%,4.69565,-3.07%,4.73913分,-2.28%,,,,,,,,,,
848,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao素雅电商"，"点我对话"),素雅电商,u[4287461569],,,,,https://shop489307952.taobao.com,,,297.76,深圳,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
849,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao帕哇商务1118"，"点我对话"),帕哇商务1118,帕哇商行,,,,,https://shop198822552.taobao.com,,,448.22,深圳,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
850,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao珂莱蒂女装"，"点我对话"),珂莱蒂女装,珂莱蒂女装,,,,,https://shop141750316.taobao.com,,,478.54,深圳,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
851,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoshan13718796618"，"点我对话"),shan13718796618,依恋印象服饰,,,,,https://shop109188324.taobao.com,,,15124.00,深圳,秋冬女装,,4.83824分,21.10%,4.86567分,18.34%,4.92647分,53.49%,,,,,,,,,,
852,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao微星欢庆"，"点我对话"),微星欢庆,u[4222078724],,,,,https://shop589998340.taobao.com,,,535.36,深圳,秋冬女装,,4.8,-0.71%,4.8,-1.22%,4.8分,-1.30%,,,,,,,,,,
853,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兴源电子商务"，"点我对话"),兴源电子商务,专柜正品牌折扣店,,,,,https://shop130252619.taobao.com,,,3014.00,深圳,秋冬女装,,4.69369,-2.75%,4.71171,-2.93%,4.68468分,-3.50%,,,,,,,,,,
854,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao唯美式食品"，"点我对话"),唯美式食品,潇潇夜雨女鞋,,,,,https://shop113841427.taobao.com,,,327.40,深圳,秋冬女装,,4.62分,-4.28%,4.66分,-3.99%,4.66分,-4.01%,,,,,,,,,,
855,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao尤克斯创意"，"点我对话"),尤克斯创意,u[2200744712993],,,,,https://shop353590484.taobao.com,,,134.65,深圳,秋冬女装,,4.8,0.28%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
856,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao安泽0523"，"点我对话"),安泽0523,元宝居家生活用品,,,,,https://shop352737502.taobao.com,,,508.60,深圳,秋冬女装,,4.22222分,-12.26%,4.35556分,-10.09%,4.35556分,-10.25%,,,,,,,,,,
857,北京万篓贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao万篓旗舰店"，"点我对话"),万篓旗舰店,万篓旗舰店,,,,,https://shop194139631.taobao.com,,,0,深圳,秋冬女装,,4.77049分,2.10%,4.78689分,0.92%,4.7541分,1.78%,,,,,,,,,,
858,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao红裙裙"，"点我对话"),红裙裙,d[s598603331],,,,,https://shop598603331.taobao.com,,,296.94,深圳,秋冬女装,,5.0,100.00%,4.9,0.14%,4.9分,2.22%,,,,,,,,,,
859,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozwy6456"，"点我对话"),zwy6456,小桃子的创业店,,,,,https://shop420961373.taobao.com,,,266.00,深圳,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
860,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao廷旭电商"，"点我对话"),廷旭电商,u[2200593707798],,,,,https://shop352859189.taobao.com,,,233.51,深圳,秋冬女装,,4.72727,-4.20%,4.72727,-4.25%,4.63636分,-6.14%,,,,,,,,,,
861,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao弘通百货"，"点我对话"),弘通百货,u[4153581449],,,,,https://shop438844194.taobao.com,,,213.59,深圳,秋冬女装,,4.60714,-4.27%,4.39286,-9.32%,4.35714分,-10.21%,,,,,,,,,,
862,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao佳盼盼"，"点我对话"),佳盼盼,聚鑫金牌卖家,,,,,https://shop593716652.taobao.com,,,457.01,深圳,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
863,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao李奇龙99"，"点我对话"),李奇龙99,唯一依缘小铺,,,,,https://shop565613394.taobao.com,,,3029.09,深圳,秋冬女装,,4.50562分,-7.78%,4.68539分,-4.38%,4.67416分,-4.56%,,,,,,,,,,
864,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao交叉生活"，"点我对话"),交叉生活,交叉生活 TB,,,,,https://shop61067629.taobao.com,,,8756.00,深圳,秋冬女装,,4.78469分,0.21%,4.80383分,-0.65%,4.83732分,0.10%,,,,,,,,,,
865,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaot_1510893941701_0546"，"点我对话"),t_1510893941701_0546,恋上珊瑚海,,,,,https://shop339839011.taobao.com,,,1321.00,深圳,秋冬女装,,4.5分,-7.37%,4.6分,-5.80%,4.6分,-5.79%,,,,,,,,,,
866,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaochenbaby1211"，"点我对话"),chenbaby1211,she love小众设计馆,,,,,https://shop163268797.taobao.com,,,2104.00,深圳,秋冬女装,,4.97015,85.44%,4.96269,77.32%,4.97015分,81.12%,,,,,,,,,,
867,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诚信姐姐69"，"点我对话"),诚信姐姐69,莲姐时尚服饰店,,,,,https://shop110814997.taobao.com,,,0,深圳,秋冬女装,,4.625分,-3.55%,4.75分,-1.77%,4.75分,-1.90%,,,,,,,,,,
868,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao朗朗5027"，"点我对话"),朗朗5027,振振百货商城,,,,,https://shop123424464.taobao.com,,,347.10,深圳,秋冬女装,,4.82353分,13.92%,4.82353分,0.25%,4.82353分,0.38%,,,,,,,,,,
869,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao优尚乐园"，"点我对话"),优尚乐园,优尚乐园,,,,,https://shop110823545.taobao.com,,,2978.00,深圳,秋冬女装,,,,,,,,,,,,,,,,,
870,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao给力蝴蝶飞"，"点我对话"),给力蝴蝶飞,大陈商城,,,,,https://shop65675075.taobao.com,,,483.15,深圳,秋冬女装,,4.34802分,-11.00%,4.38326分,-10.54%,4.51542分,-7.81%,,,,,,,,,,
871,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodl38163"，"点我对话"),dl38163,d[s368378322],,,,,https://shop368378322.taobao.com,,,168.40,深圳,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
872,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao红门时尚男装"，"点我对话"),红门时尚男装,鸿瑞服饰工厂店,,,,,https://shop72415237.taobao.com,,,1633.00,深圳,秋冬女装,,4.59259分,-4.22%,4.55556分,-5.79%,4.62963分,-4.38%,,,,,,,,,,
873,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梅梅商业街"，"点我对话"),梅梅商业街,梅梅商业街,,,,,https://shop457623912.taobao.com,,,493.00,深圳,秋冬女装,,4.44444,-9.93%,4.62222,-6.37%,4.57778分,-7.32%,,,,,,,,,,
874,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao菲凡大码"，"点我对话"),菲凡大码,菲凡大码-高品质专业,,,,,https://shop100797579.taobao.com,,,2938.00,深圳,秋冬女装,,4.6分,-4.07%,4.66667分,-3.49%,4.66667分,-3.62%,,,,,,,,,,
875,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosensunjin"，"点我对话"),sensunjin,盛通百货,,,,,https://shop387051018.taobao.com,,,230.87,深圳,秋冬女装,,4.73684分,-1.22%,4.76316分,-1.50%,4.73684分,-2.17%,,,,,,,,,,
876,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao群心意百货店"，"点我对话"),群心意百货店,猪猪家亲宝店,,,,,https://shop482573416.taobao.com,,,418.65,深圳,秋冬女装,,4.76056,-0.72%,4.8169,0.38%,4.8169分,-0.52%,,,,,,,,,,
877,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao荣王府羊绒生活馆"，"点我对话"),荣王府羊绒生活馆,凝宝服饰,,,,,https://shop100342739.taobao.com,,,7519.00,深圳,秋冬女装,,4.84416分,23.98%,4.88312分,28.95%,4.8961分,34.28%,,,,,,,,,,
878,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao金牌阿萨店"，"点我对话"),金牌阿萨店,萨萨精品,,,,,https://shop252069343.taobao.com,,,572.98,深圳,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
879,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao89不惑之年"，"点我对话"),89不惑之年,九月天服饰,,,,,https://shop70846855.taobao.com,,,19586.98,深圳,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
880,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao远源商行"，"点我对话"),远源商行,d[s173260908],,,,,https://shop173260908.taobao.com,,,1521.00,深圳,秋冬女装,,4.66667,-3.05%,4.66667,-3.67%,4.66667分,-3.77%,,,,,,,,,,
881,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao君之伤"，"点我对话"),君之伤,俏丽胖美人服装店,,,13510930359,,https://shop141272602.taobao.com,,,479.00,深圳,秋冬女装,,4.86207分,32.68%,4.86207分,16.09%,4.86207分,12.67%,,,,,,,,,,
882,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao川柏企业店"，"点我对话"),川柏企业店,u[2200754510270],,,,,https://shop266735497.taobao.com,,,670.50,深圳,秋冬女装,,4.53846,-5.69%,4.76923,-1.55%,4.69231分,-3.31%,,,,,,,,,,
883,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小q家服装"，"点我对话"),小q家服装,小Q家服装,,,,,https://shop336869052.taobao.com,,,564.63,深圳,秋冬女装,,4.25,-13.87%,4.5,-8.85%,4.50926分,-8.71%,,,,,,,,,,
884,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao清晨的一沐阳光01"，"点我对话"),清晨的一沐阳光01,解忧杂货铺er,,,,,https://shop475970048.taobao.com,,,0,深圳,秋冬女装,,4.86726,19.89%,4.86726,5.43%,4.84956分,0.28%,,,,,,,,,,
885,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao中雯百货商店"，"点我对话"),中雯百货商店,d[s423388286],,,,,https://shop423388286.taobao.com,,,11.00,深圳,秋冬女装,,3.18966,-34.02%,3.12069,-35.78%,3.13793分,-35.47%,,,,,,,,,,
886,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麻城市盈茂裕商店"，"点我对话"),麻城市盈茂裕商店,u[3943782732],,,,,https://shop483614044.taobao.com,,,1073.08,深圳,秋冬女装,,4.6,-4.07%,4.6,-4.87%,4.6分,-5.00%,,,,,,,,,,
887,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao学罢百货"，"点我对话"),学罢百货,兔悠悠生活馆1,,,,,https://shop212899559.taobao.com,,,318.57,深圳,秋冬女装,,4.62879,-3.47%,4.65404,-3.75%,4.70707分,-2.78%,,,,,,,,,,
888,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao轻歌曼舞9225"，"点我对话"),轻歌曼舞9225,轻歌曼舞9225,,,,,https://shop457572429.taobao.com,,,404.68,深圳,秋冬女装,,4.92308,58.80%,4.92308,50.51%,4.92308分,48.87%,,,,,,,,,,
889,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozahngdi25"，"点我对话"),zahngdi25,康迪百汇,,,,,https://shop58000938.taobao.com,,,928.86,深圳,秋冬女装,,4.78689,0.17%,4.81967,0.33%,4.85246分,6.59%,,,,,,,,,,
890,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao龙塘雨神"，"点我对话"),龙塘雨神,红昭愿之9,,,,,https://shop401853768.taobao.com,,,129.28,深圳,秋冬女装,,4.21739分,-12.05%,4.21739分,-12.78%,4.47826分,-7.51%,,,,,,,,,,
891,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao红秋百货"，"点我对话"),红秋百货,春夏秋冬生活馆1,,,,,https://shop497791937.taobao.com,,,355.86,深圳,秋冬女装,,4.80645,5.59%,4.80645,-0.60%,4.87097分,18.38%,,,,,,,,,,
